date,interval_start,steps,activity_level
2025-12-31,20:00,112,sedentary
2025-12-31,20:15,90,sedentary
2025-12-31,20:30,86,generic
2025-12-31,20:45,154,generic
2025-12-31,21:00,99,generic
2025-12-31,21:15,85,active
2025-12-31,21:30,206,active
2025-12-31,21:45,195,active
2025-12-31,22:00,144,active
2025-12-31,22:15,75,generic
2025-12-31,22:30,117,active
2025-12-31,22:45,232,active
2025-12-31,23:00,67,generic
2025-12-31,23:15,0,sedentary
2025-12-31,23:30,0,sedentary
2025-12-31,23:45,0,sedentary
2025-12-31,00:00,0,sedentary
2025-12-31,00:15,0,sedentary
2025-12-31,00:30,0,sedentary
2025-12-31,00:45,0,sedentary
2025-12-31,01:00,173,sedentary
2025-12-31,01:15,163,active
2025-12-31,01:30,97,generic
2025-12-31,01:45,83,sedentary
2025-12-31,02:00,0,sedentary
2025-12-31,02:15,0,sedentary
2025-12-31,02:30,0,sleeping
2025-12-31,02:45,0,sleeping
2025-12-31,03:00,0,sleeping
2025-12-31,03:15,0,sleeping
2025-12-31,03:30,27,sleeping
2025-12-31,03:45,0,sleeping
2025-12-31,04:00,0,sleeping
2025-12-31,04:15,0,sleeping
2025-12-31,04:30,0,sleeping
2025-12-31,04:45,0,sleeping
2025-12-31,05:00,0,sleeping
2025-12-31,05:15,0,sleeping
2025-12-31,05:30,0,sleeping
2025-12-31,05:45,0,sleeping
2026-01-01,06:00,0,sleeping
2026-01-01,06:15,0,sleeping
2026-01-01,06:30,0,sleeping
2026-01-01,06:45,0,sleeping
2026-01-01,07:00,0,sleeping
2026-01-01,07:15,0,sleeping
2026-01-01,07:30,0,sleeping
2026-01-01,07:45,0,sleeping
2026-01-01,08:00,0,sleeping
2026-01-01,08:15,0,sleeping
2026-01-01,08:30,0,sleeping
2026-01-01,08:45,11,sleeping
2026-01-01,09:00,0,sleeping
2026-01-01,09:15,0,sleeping
2026-01-01,09:30,0,sleeping
2026-01-01,09:45,0,sleeping
2026-01-01,10:00,0,sleeping
2026-01-01,10:15,0,sleeping
2026-01-01,10:30,0,sleeping
2026-01-01,10:45,0,sleeping
2026-01-01,11:00,0,sleeping
2026-01-01,11:15,0,sleeping
2026-01-01,11:30,0,sleeping
2026-01-01,11:45,0,sleeping
2026-01-01,12:00,0,sleeping
2026-01-01,12:15,0,sleeping
2026-01-01,12:30,0,sleeping
2026-01-01,12:45,0,sleeping
2026-01-01,13:00,0,sleeping
2026-01-01,13:15,0,sleeping
2026-01-01,13:30,0,sleeping
2026-01-01,13:45,0,sleeping
2026-01-01,14:00,11,sedentary
2026-01-01,14:15,0,sedentary
2026-01-01,14:30,0,sedentary
2026-01-01,14:45,0,sedentary
2026-01-01,15:00,111,sedentary
2026-01-01,15:15,139,sedentary
2026-01-01,15:30,0,sedentary
2026-01-01,15:45,107,sedentary
2026-01-01,16:00,118,generic
2026-01-01,16:15,75,generic
2026-01-01,16:30,39,generic
2026-01-01,16:45,97,generic
2026-01-01,17:00,100,generic
2026-01-01,17:15,126,generic
2026-01-01,17:30,109,sedentary
2026-01-01,17:45,55,sedentary
2026-01-01,18:00,147,active
2026-01-01,18:15,0,sedentary
2026-01-01,18:30,0,sedentary
2026-01-01,18:45,0,sedentary
2026-01-01,19:00,13,sedentary
2026-01-01,19:15,18,sedentary
2026-01-01,19:30,0,sedentary
2026-01-01,19:45,19,sedentary
2026-01-01,20:00,0,sedentary
2026-01-01,20:15,49,sedentary
2026-01-01,20:30,21,sedentary
2026-01-01,20:45,23,sedentary
2026-01-01,21:00,0,sedentary
2026-01-01,21:15,0,sedentary
2026-01-01,21:30,23,sedentary
2026-01-01,21:45,132,active
2026-01-01,22:00,153,sedentary
2026-01-01,22:15,147,sedentary
2026-01-01,22:30,135,sedentary
2026-01-01,22:45,126,active
2026-01-01,23:00,78,generic
2026-01-01,23:15,70,generic
2026-01-01,23:30,180,active
2026-01-01,23:45,9,sedentary
2026-01-01,00:00,197,sedentary
2026-01-01,00:15,0,sedentary
2026-01-01,00:30,0,sedentary
2026-01-01,00:45,0,sedentary
2026-01-01,01:00,0,sedentary
2026-01-01,01:15,0,sedentary
2026-01-01,01:30,0,sedentary
2026-01-01,01:45,0,sedentary
2026-01-01,02:00,0,sedentary
2026-01-01,02:15,64,sedentary
2026-01-01,02:30,0,sedentary
2026-01-01,02:45,0,sleeping
2026-01-01,03:00,0,sleeping
2026-01-01,03:15,0,sleeping
2026-01-01,03:30,0,sleeping
2026-01-01,03:45,0,sleeping
2026-01-01,04:00,0,sleeping
2026-01-01,04:15,0,sleeping
2026-01-01,04:30,0,sleeping
2026-01-01,04:45,0,sleeping
2026-01-01,05:00,0,sleeping
2026-01-01,05:15,0,sleeping
2026-01-01,05:30,0,sleeping
2026-01-01,05:45,0,sleeping
2026-01-02,06:00,0,sleeping
2026-01-02,06:15,11,sleeping
2026-01-02,06:30,0,sleeping
2026-01-02,06:45,0,sleeping
2026-01-02,07:00,0,sleeping
2026-01-02,07:15,0,sleeping
2026-01-02,07:30,0,sleeping
2026-01-02,07:45,0,sleeping
2026-01-02,08:00,0,sleeping
2026-01-02,08:15,0,sleeping
2026-01-02,08:30,0,sleeping
2026-01-02,08:45,11,sleeping
2026-01-02,09:00,0,sleeping
2026-01-02,09:15,0,sleeping
2026-01-02,09:30,0,sleeping
2026-01-02,09:45,0,sleeping
2026-01-02,10:00,0,sleeping
2026-01-02,10:15,0,sleeping
2026-01-02,10:30,0,sleeping
2026-01-02,10:45,11,sleeping
2026-01-02,11:00,0,sleeping
2026-01-02,11:15,0,sleeping
2026-01-02,11:30,0,sleeping
2026-01-02,11:45,0,sleeping
2026-01-02,12:00,0,sleeping
2026-01-02,12:15,0,sleeping
2026-01-02,12:30,16,sleeping
2026-01-02,12:45,0,sleeping
2026-01-02,13:00,0,sleeping
2026-01-02,13:15,0,sleeping
2026-01-02,13:30,0,sleeping
2026-01-02,13:45,0,sleeping
2026-01-02,14:00,0,sleeping
2026-01-02,14:15,0,sleeping
2026-01-02,14:30,0,sedentary
2026-01-02,14:45,0,sedentary
2026-01-02,15:00,0,sedentary
2026-01-02,15:15,14,sedentary
2026-01-02,15:30,93,active
2026-01-02,15:45,293,active
2026-01-02,16:00,128,sedentary
2026-01-02,16:15,10,sedentary
2026-01-02,16:30,0,sedentary
2026-01-02,16:45,87,sedentary
2026-01-02,17:00,84,sedentary
2026-01-02,17:15,33,sedentary
2026-01-02,17:30,172,sedentary
2026-01-02,17:45,400,highlyActive
2026-01-02,18:00,515,highlyActive
2026-01-02,18:15,41,sedentary
2026-01-02,18:30,7,sedentary
2026-01-02,18:45,44,sedentary
2026-01-02,19:00,0,sedentary
2026-01-02,19:15,32,sedentary
2026-01-02,19:30,18,sedentary
2026-01-02,19:45,105,sedentary
2026-01-02,20:00,61,sedentary
2026-01-02,20:15,116,active
2026-01-02,20:30,55,sedentary
2026-01-02,20:45,55,sedentary
2026-01-02,21:00,235,sedentary
2026-01-02,21:15,0,sedentary
2026-01-02,21:30,0,sedentary
2026-01-02,21:45,0,sedentary
2026-01-02,22:00,0,sedentary
2026-01-02,22:15,0,sedentary
2026-01-02,22:30,0,sedentary
2026-01-02,22:45,0,sedentary
2026-01-02,23:00,0,sedentary
2026-01-02,23:15,0,sedentary
2026-01-02,23:30,0,sedentary
2026-01-02,23:45,0,sedentary
2026-01-02,00:00,89,sedentary
2026-01-02,00:15,121,sedentary
2026-01-02,00:30,88,generic
2026-01-02,00:45,40,sedentary
2026-01-02,01:00,24,sedentary
2026-01-02,01:15,40,generic
2026-01-02,01:30,48,sedentary
2026-01-02,01:45,0,sedentary
2026-01-02,02:00,0,sedentary
2026-01-02,02:15,0,sedentary
2026-01-02,02:30,0,sedentary
2026-01-02,02:45,0,sedentary
2026-01-02,03:00,0,sedentary
2026-01-02,03:15,0,sedentary
2026-01-02,03:30,0,sedentary
2026-01-02,03:45,0,sedentary
2026-01-02,04:00,0,sedentary
2026-01-02,04:15,0,sedentary
2026-01-02,04:30,80,sedentary
2026-01-02,04:45,0,sedentary
2026-01-02,05:00,0,sedentary
2026-01-02,05:15,0,sedentary
2026-01-02,05:30,0,sedentary
2026-01-02,05:45,0,sedentary
2026-01-03,06:00,0,sedentary
2026-01-03,06:15,0,sedentary
2026-01-03,06:30,0,sedentary
2026-01-03,06:45,94,sedentary
2026-01-03,07:00,0,sedentary
2026-01-03,07:15,8,sedentary
2026-01-03,07:30,0,sedentary
2026-01-03,07:45,0,sedentary
2026-01-03,08:00,30,sedentary
2026-01-03,08:15,0,sleeping
2026-01-03,08:30,0,sleeping
2026-01-03,08:45,0,sleeping
2026-01-03,09:00,0,sleeping
2026-01-03,09:15,0,sleeping
2026-01-03,09:30,0,sleeping
2026-01-03,09:45,0,sleeping
2026-01-03,10:00,0,sleeping
2026-01-03,10:15,0,sleeping
2026-01-03,10:30,0,sleeping
2026-01-03,10:45,0,sleeping
2026-01-03,11:00,0,sleeping
2026-01-03,11:15,0,sleeping
2026-01-03,11:30,0,sleeping
2026-01-03,11:45,0,sleeping
2026-01-03,12:00,0,sleeping
2026-01-03,12:15,0,sleeping
2026-01-03,12:30,0,sleeping
2026-01-03,12:45,0,sleeping
2026-01-03,13:00,0,sleeping
2026-01-03,13:15,0,sleeping
2026-01-03,13:30,0,sleeping
2026-01-03,13:45,0,sleeping
2026-01-03,14:00,0,sleeping
2026-01-03,14:15,0,sleeping
2026-01-03,14:30,0,sedentary
2026-01-03,14:45,0,sedentary
2026-01-03,15:00,88,sedentary
2026-01-03,15:15,20,sedentary
2026-01-03,15:30,119,sedentary
2026-01-03,15:45,246,sedentary
2026-01-03,16:00,198,sedentary
2026-01-03,16:15,103,active
2026-01-03,16:30,41,sedentary
2026-01-03,16:45,8,sedentary
2026-01-03,17:00,162,active
2026-01-03,17:15,69,sedentary
2026-01-03,17:30,283,active
2026-01-03,17:45,331,active
2026-01-03,18:00,143,active
2026-01-03,18:15,61,sedentary
2026-01-03,18:30,15,sedentary
2026-01-03,18:45,8,sedentary
2026-01-03,19:00,69,sedentary
2026-01-03,19:15,109,sedentary
2026-01-03,19:30,143,sedentary
2026-01-03,19:45,1071,active
2026-01-03,20:00,1680,highlyActive
2026-01-03,20:15,1824,highlyActive
2026-01-03,20:30,129,generic
2026-01-03,20:45,30,generic
2026-01-03,21:00,37,generic
2026-01-03,21:15,57,generic
2026-01-03,21:30,105,active
2026-01-03,21:45,87,active
2026-01-03,22:00,260,active
2026-01-03,22:15,124,sedentary
2026-01-03,22:30,663,active
2026-01-03,22:45,352,active
2026-01-03,23:00,551,active
2026-01-03,23:15,444,active
2026-01-03,23:30,614,active
2026-01-03,23:45,195,active
2026-01-03,00:00,198,active
2026-01-03,00:15,77,generic
2026-01-03,00:30,103,sedentary
2026-01-03,00:45,81,sedentary
2026-01-03,01:00,214,active
2026-01-03,01:15,164,active
2026-01-03,01:30,112,sedentary
2026-01-03,01:45,200,active
2026-01-03,02:00,292,active
2026-01-03,02:15,0,sedentary
2026-01-03,02:30,0,sedentary
2026-01-03,02:45,0,sedentary
2026-01-03,03:00,0,sedentary
2026-01-03,03:15,0,sedentary
2026-01-03,03:30,0,sedentary
2026-01-03,03:45,0,sedentary
2026-01-03,04:00,142,sedentary
2026-01-03,04:15,116,sedentary
2026-01-03,04:30,0,sedentary
2026-01-03,04:45,0,sleeping
2026-01-03,05:00,0,sleeping
2026-01-03,05:15,0,sleeping
2026-01-03,05:30,0,sleeping
2026-01-03,05:45,0,sleeping
2026-01-04,06:00,0,sleeping
2026-01-04,06:15,0,sleeping
2026-01-04,06:30,0,sleeping
2026-01-04,06:45,0,sleeping
2026-01-04,07:00,0,sleeping
2026-01-04,07:15,0,sleeping
2026-01-04,07:30,0,sleeping
2026-01-04,07:45,0,sleeping
2026-01-04,08:00,0,sleeping
2026-01-04,08:15,0,sleeping
2026-01-04,08:30,0,sleeping
2026-01-04,08:45,0,sleeping
2026-01-04,09:00,0,sleeping
2026-01-04,09:15,0,sleeping
2026-01-04,09:30,0,sleeping
2026-01-04,09:45,0,sleeping
2026-01-04,10:00,0,sleeping
2026-01-04,10:15,0,sleeping
2026-01-04,10:30,0,sleeping
2026-01-04,10:45,0,sleeping
2026-01-04,11:00,0,sleeping
2026-01-04,11:15,0,sleeping
2026-01-04,11:30,0,sleeping
2026-01-04,11:45,0,sleeping
2026-01-04,12:00,0,sleeping
2026-01-04,12:15,0,sleeping
2026-01-04,12:30,0,sleeping
2026-01-04,12:45,0,sleeping
2026-01-04,13:00,0,sleeping
2026-01-04,13:15,40,sleeping
2026-01-04,13:30,38,sedentary
2026-01-04,13:45,96,sedentary
2026-01-04,14:00,97,sedentary
2026-01-04,14:15,269,active
2026-01-04,14:30,197,sedentary
2026-01-04,14:45,41,sedentary
2026-01-04,15:00,152,sedentary
2026-01-04,15:15,8,sedentary
2026-01-04,15:30,67,sedentary
2026-01-04,15:45,30,sedentary
2026-01-04,16:00,185,sedentary
2026-01-04,16:15,38,sedentary
2026-01-04,16:30,0,sedentary
2026-01-04,16:45,9,sedentary
2026-01-04,17:00,295,sedentary
2026-01-04,17:15,62,sedentary
2026-01-04,17:30,0,sedentary
2026-01-04,17:45,45,sedentary
2026-01-04,18:00,99,sedentary
2026-01-04,18:15,48,sedentary
2026-01-04,18:30,113,sedentary
2026-01-04,18:45,43,sedentary
2026-01-04,19:00,49,sedentary
2026-01-04,19:15,102,sedentary
2026-01-04,19:30,153,sedentary
2026-01-04,19:45,51,sedentary
2026-01-04,20:00,78,sedentary
2026-01-04,20:15,0,sedentary
2026-01-04,20:30,28,sedentary
2026-01-04,20:45,296,active
2026-01-04,21:00,76,sedentary
2026-01-04,21:15,44,sedentary
2026-01-04,21:30,121,sedentary
2026-01-04,21:45,210,active
2026-01-04,22:00,84,sedentary
2026-01-04,22:15,17,sedentary
2026-01-04,22:30,0,sedentary
2026-01-04,22:45,11,sedentary
2026-01-04,23:00,179,sedentary
2026-01-04,23:15,211,active
2026-01-04,23:30,222,active
2026-01-04,23:45,15,sedentary
2026-01-04,00:00,79,sedentary
2026-01-04,00:15,0,sedentary
2026-01-04,00:30,0,sedentary
2026-01-04,00:45,0,sedentary
2026-01-04,01:00,0,sedentary
2026-01-04,01:15,25,sleeping
2026-01-04,01:30,0,sleeping
2026-01-04,01:45,0,sleeping
2026-01-04,02:00,0,sleeping
2026-01-04,02:15,0,sleeping
2026-01-04,02:30,0,sleeping
2026-01-04,02:45,0,sleeping
2026-01-04,03:00,29,sleeping
2026-01-04,03:15,0,sleeping
2026-01-04,03:30,0,sleeping
2026-01-04,03:45,0,sleeping
2026-01-04,04:00,0,sleeping
2026-01-04,04:15,0,sleeping
2026-01-04,04:30,0,sleeping
2026-01-04,04:45,0,sleeping
2026-01-04,05:00,0,sleeping
2026-01-04,05:15,0,sleeping
2026-01-04,05:30,0,sleeping
2026-01-04,05:45,78,sleeping
2026-01-05,06:00,0,sleeping
2026-01-05,06:15,0,sleeping
2026-01-05,06:30,0,sleeping
2026-01-05,06:45,0,sleeping
2026-01-05,07:00,0,sleeping
2026-01-05,07:15,0,sleeping
2026-01-05,07:30,0,sleeping
2026-01-05,07:45,0,sleeping
2026-01-05,08:00,0,sleeping
2026-01-05,08:15,0,sleeping
2026-01-05,08:30,0,sleeping
2026-01-05,08:45,0,sleeping
2026-01-05,09:00,0,sleeping
2026-01-05,09:15,0,sleeping
2026-01-05,09:30,0,sleeping
2026-01-05,09:45,0,sleeping
2026-01-05,10:00,0,sleeping
2026-01-05,10:15,0,sleeping
2026-01-05,10:30,0,sleeping
2026-01-05,10:45,0,sleeping
2026-01-05,11:00,0,sleeping
2026-01-05,11:15,0,sleeping
2026-01-05,11:30,19,sleeping
2026-01-05,11:45,0,sleeping
2026-01-05,12:00,17,sleeping
2026-01-05,12:15,0,sleeping
2026-01-05,12:30,0,sleeping
2026-01-05,12:45,0,sleeping
2026-01-05,13:00,0,sedentary
2026-01-05,13:15,0,sedentary
2026-01-05,13:30,0,sedentary
2026-01-05,13:45,0,sedentary
2026-01-05,14:00,12,sedentary
2026-01-05,14:15,17,sedentary
2026-01-05,14:30,71,sedentary
2026-01-05,14:45,209,active
2026-01-05,15:00,0,sedentary
2026-01-05,15:15,0,sedentary
2026-01-05,15:30,9,sedentary
2026-01-05,15:45,0,sedentary
2026-01-05,16:00,0,sedentary
2026-01-05,16:15,0,sedentary
2026-01-05,16:30,0,sedentary
2026-01-05,16:45,191,sedentary
2026-01-05,17:00,44,sedentary
2026-01-05,17:15,75,sedentary
2026-01-05,17:30,11,sedentary
2026-01-05,17:45,60,sedentary
2026-01-05,18:00,0,sedentary
2026-01-05,18:15,0,sedentary
2026-01-05,18:30,14,sedentary
2026-01-05,18:45,64,sedentary
2026-01-05,19:00,0,sedentary
2026-01-05,19:15,12,sedentary
2026-01-05,19:30,0,sedentary
2026-01-05,19:45,0,sedentary
2026-01-05,20:00,18,sedentary
2026-01-05,20:15,22,sedentary
2026-01-05,20:30,0,sedentary
2026-01-05,20:45,0,sedentary
2026-01-05,21:00,0,sedentary
2026-01-05,21:15,0,sedentary
2026-01-05,21:30,0,sedentary
2026-01-05,21:45,11,sedentary
2026-01-05,22:00,222,sedentary
2026-01-05,22:15,198,sedentary
2026-01-05,22:30,59,sedentary
2026-01-05,22:45,165,sedentary
2026-01-05,23:00,115,sedentary
2026-01-05,23:15,277,active
2026-01-05,23:30,228,active
2026-01-05,23:45,69,sedentary
2026-01-05,00:00,98,sedentary
2026-01-05,00:15,136,sedentary
2026-01-05,00:30,138,sedentary
2026-01-05,00:45,129,sedentary
2026-01-05,01:00,88,sedentary
2026-01-05,01:15,0,sedentary
2026-01-05,01:30,20,sedentary
2026-01-05,01:45,0,sedentary
2026-01-05,02:00,0,sedentary
2026-01-05,02:15,0,sedentary
2026-01-05,02:30,18,sedentary
2026-01-05,02:45,0,sedentary
2026-01-05,03:00,0,sedentary
2026-01-05,03:15,0,sedentary
2026-01-05,03:30,50,sedentary
2026-01-05,03:45,55,sedentary
2026-01-05,04:00,0,sleeping
2026-01-05,04:15,0,sleeping
2026-01-05,04:30,0,sleeping
2026-01-05,04:45,0,sleeping
2026-01-05,05:00,0,sleeping
2026-01-05,05:15,0,sleeping
2026-01-05,05:30,0,sleeping
2026-01-05,05:45,0,sleeping
2026-01-06,06:00,0,sleeping
2026-01-06,06:15,0,sleeping
2026-01-06,06:30,0,sleeping
2026-01-06,06:45,0,sleeping
2026-01-06,07:00,0,sleeping
2026-01-06,07:15,0,sleeping
2026-01-06,07:30,0,sleeping
2026-01-06,07:45,0,sleeping
2026-01-06,08:00,0,sleeping
2026-01-06,08:15,0,sleeping
2026-01-06,08:30,0,sleeping
2026-01-06,08:45,0,sleeping
2026-01-06,09:00,0,sleeping
2026-01-06,09:15,0,sleeping
2026-01-06,09:30,0,sleeping
2026-01-06,09:45,0,sleeping
2026-01-06,10:00,0,sleeping
2026-01-06,10:15,0,sleeping
2026-01-06,10:30,0,sleeping
2026-01-06,10:45,0,sleeping
2026-01-06,11:00,0,sleeping
2026-01-06,11:15,0,sleeping
2026-01-06,11:30,0,sleeping
2026-01-06,11:45,0,sleeping
2026-01-06,12:00,0,sleeping
2026-01-06,12:15,0,sleeping
2026-01-06,12:30,0,sleeping
2026-01-06,12:45,0,sleeping
2026-01-06,13:00,0,sleeping
2026-01-06,13:15,0,sleeping
2026-01-06,13:30,15,sleeping
2026-01-06,13:45,90,sedentary
2026-01-06,14:00,19,sedentary
2026-01-06,14:15,0,sedentary
2026-01-06,14:30,0,sedentary
2026-01-06,14:45,0,sedentary
2026-01-06,15:00,0,sedentary
2026-01-06,15:15,153,active
2026-01-06,15:30,0,sedentary
2026-01-06,15:45,0,sedentary
2026-01-06,16:00,132,active
2026-01-06,16:15,52,sedentary
2026-01-06,16:30,35,generic
2026-01-06,16:45,21,generic
2026-01-06,17:00,201,active
2026-01-06,17:15,313,active
2026-01-06,17:30,136,generic
2026-01-06,17:45,0,sedentary
2026-01-06,18:00,0,sedentary
2026-01-06,18:15,20,sedentary
2026-01-06,18:30,341,sedentary
2026-01-06,18:45,126,sedentary
2026-01-06,19:00,262,sedentary
2026-01-06,19:15,29,sedentary
2026-01-06,19:30,0,sedentary
2026-01-06,19:45,0,sedentary
2026-01-06,20:00,13,sedentary
2026-01-06,20:15,0,sedentary
2026-01-06,20:30,207,generic
2026-01-06,20:45,0,sedentary
2026-01-06,21:00,0,sedentary
2026-01-06,21:15,91,sedentary
2026-01-06,21:30,159,active
2026-01-06,21:45,52,sedentary
2026-01-06,22:00,345,active
2026-01-06,22:15,188,sedentary
2026-01-06,22:30,0,sedentary
2026-01-06,22:45,0,sedentary
2026-01-06,23:00,51,sedentary
2026-01-06,23:15,210,active
2026-01-06,23:30,0,sedentary
2026-01-06,23:45,202,sedentary
2026-01-06,00:00,166,sedentary
2026-01-06,00:15,19,sedentary
2026-01-06,00:30,0,sedentary
2026-01-06,00:45,8,sedentary
2026-01-06,01:00,84,sedentary
2026-01-06,01:15,110,sedentary
2026-01-06,01:30,0,sedentary
2026-01-06,01:45,56,sedentary
2026-01-06,02:00,99,sedentary
2026-01-06,02:15,162,active
2026-01-06,02:30,157,sedentary
2026-01-06,02:45,0,sedentary
2026-01-06,03:00,18,sedentary
2026-01-06,03:15,0,sleeping
2026-01-06,03:30,16,sleeping
2026-01-06,03:45,0,sleeping
2026-01-06,04:00,0,sleeping
2026-01-06,04:15,0,sleeping
2026-01-06,04:30,0,sleeping
2026-01-06,04:45,0,sleeping
2026-01-06,05:00,0,sleeping
2026-01-06,05:15,0,sleeping
2026-01-06,05:30,0,sleeping
2026-01-06,05:45,0,sleeping
2026-01-07,06:00,0,sleeping
2026-01-07,06:15,0,sleeping
2026-01-07,06:30,0,sleeping
2026-01-07,06:45,0,sleeping
2026-01-07,07:00,0,sleeping
2026-01-07,07:15,0,sleeping
2026-01-07,07:30,0,sleeping
2026-01-07,07:45,0,sleeping
2026-01-07,08:00,0,sleeping
2026-01-07,08:15,0,sleeping
2026-01-07,08:30,0,sleeping
2026-01-07,08:45,0,sleeping
2026-01-07,09:00,0,sleeping
2026-01-07,09:15,0,sleeping
2026-01-07,09:30,0,sleeping
2026-01-07,09:45,0,sleeping
2026-01-07,10:00,0,sleeping
2026-01-07,10:15,0,sleeping
2026-01-07,10:30,0,sleeping
2026-01-07,10:45,0,sleeping
2026-01-07,11:00,0,sleeping
2026-01-07,11:15,0,sleeping
2026-01-07,11:30,0,sleeping
2026-01-07,11:45,0,sleeping
2026-01-07,12:00,0,sleeping
2026-01-07,12:15,0,sleeping
2026-01-07,12:30,0,sleeping
2026-01-07,12:45,0,sleeping
2026-01-07,13:00,0,sleeping
2026-01-07,13:15,0,sleeping
2026-01-07,13:30,0,sleeping
2026-01-07,13:45,134,active
2026-01-07,14:00,593,active
2026-01-07,14:15,699,active
2026-01-07,14:30,178,generic
2026-01-07,14:45,218,active
2026-01-07,15:00,188,active
2026-01-07,15:15,346,active
2026-01-07,15:30,20,sedentary
2026-01-07,15:45,0,sedentary
2026-01-07,16:00,47,sedentary
2026-01-07,16:15,81,generic
2026-01-07,16:30,217,active
2026-01-07,16:45,224,generic
2026-01-07,17:00,1198,highlyActive
2026-01-07,17:15,1066,highlyActive
2026-01-07,17:30,186,generic
2026-01-07,17:45,12,sedentary
2026-01-07,18:00,92,sedentary
2026-01-07,18:15,136,sedentary
2026-01-07,18:30,9,sedentary
2026-01-07,18:45,228,sedentary
2026-01-07,19:00,338,active
2026-01-07,19:15,511,active
2026-01-07,19:30,231,active
2026-01-07,19:45,0,sedentary
2026-01-07,20:00,0,sedentary
2026-01-07,20:15,130,sedentary
2026-01-07,20:30,67,sedentary
2026-01-07,20:45,156,active
2026-01-07,21:00,22,generic
2026-01-07,21:15,225,active
2026-01-07,21:30,100,generic
2026-01-07,21:45,192,active
2026-01-07,22:00,291,generic
2026-01-07,22:15,22,sedentary
2026-01-07,22:30,47,sedentary
2026-01-07,22:45,106,sedentary
2026-01-07,23:00,116,generic
2026-01-07,23:15,42,sedentary
2026-01-07,23:30,81,sedentary
2026-01-07,23:45,0,sedentary
2026-01-07,00:00,0,sedentary
2026-01-07,00:15,0,sedentary
2026-01-07,00:30,0,sedentary
2026-01-07,00:45,0,sedentary
2026-01-07,01:00,0,sedentary
2026-01-07,01:15,50,sedentary
2026-01-07,01:30,35,sedentary
2026-01-07,01:45,0,sedentary
2026-01-07,02:00,0,sedentary
2026-01-07,02:15,109,sedentary
2026-01-07,02:30,37,sedentary
2026-01-07,02:45,41,sedentary
2026-01-07,03:00,0,sedentary
2026-01-07,03:15,0,sedentary
2026-01-07,03:30,0,sedentary
2026-01-07,03:45,0,sedentary
2026-01-07,04:00,0,sedentary
2026-01-07,04:15,21,sedentary
2026-01-07,04:30,0,sleeping
2026-01-07,04:45,0,sleeping
2026-01-07,05:00,0,sleeping
2026-01-07,05:15,0,sleeping
2026-01-07,05:30,15,sleeping
2026-01-07,05:45,0,sleeping
2026-01-08,06:00,0,sleeping
2026-01-08,06:15,0,sleeping
2026-01-08,06:30,0,sleeping
2026-01-08,06:45,0,sleeping
2026-01-08,07:00,0,sleeping
2026-01-08,07:15,0,sleeping
2026-01-08,07:30,0,sleeping
2026-01-08,07:45,0,sleeping
2026-01-08,08:00,0,sleeping
2026-01-08,08:15,0,sleeping
2026-01-08,08:30,0,sleeping
2026-01-08,08:45,0,sleeping
2026-01-08,09:00,0,sleeping
2026-01-08,09:15,0,sleeping
2026-01-08,09:30,0,sleeping
2026-01-08,09:45,0,sleeping
2026-01-08,10:00,0,sleeping
2026-01-08,10:15,0,sleeping
2026-01-08,10:30,0,sleeping
2026-01-08,10:45,0,sleeping
2026-01-08,11:00,0,sleeping
2026-01-08,11:15,0,sleeping
2026-01-08,11:30,0,sleeping
2026-01-08,11:45,0,sleeping
2026-01-08,12:00,0,sleeping
2026-01-08,12:15,0,sleeping
2026-01-08,12:30,0,sleeping
2026-01-08,12:45,0,sleeping
2026-01-08,13:00,0,sleeping
2026-01-08,13:15,0,sleeping
2026-01-08,13:30,0,sleeping
2026-01-08,13:45,0,sleeping
2026-01-08,14:00,0,sedentary
2026-01-08,14:15,0,sedentary
2026-01-08,14:30,0,sedentary
2026-01-08,14:45,13,sedentary
2026-01-08,15:00,33,sedentary
2026-01-08,15:15,0,sedentary
2026-01-08,15:30,0,sedentary
2026-01-08,15:45,0,sedentary
2026-01-08,16:00,0,sedentary
2026-01-08,16:15,0,sedentary
2026-01-08,16:30,0,sedentary
2026-01-08,16:45,0,sedentary
2026-01-08,17:00,0,sedentary
2026-01-08,17:15,0,sedentary
2026-01-08,17:30,122,sedentary
2026-01-08,17:45,96,sedentary
2026-01-08,18:00,118,sedentary
2026-01-08,18:15,0,sedentary
2026-01-08,18:30,0,sedentary
2026-01-08,18:45,0,sedentary
2026-01-08,19:00,0,sedentary
2026-01-08,19:15,0,sedentary
2026-01-08,19:30,0,sedentary
2026-01-08,19:45,0,sedentary
2026-01-08,20:00,0,sedentary
2026-01-08,20:15,0,sedentary
2026-01-08,20:30,88,sedentary
2026-01-08,20:45,32,sedentary
2026-01-08,21:00,107,sedentary
2026-01-08,21:15,39,sedentary
2026-01-08,21:30,0,sedentary
2026-01-08,21:45,13,sedentary
2026-01-08,22:00,0,sedentary
2026-01-08,22:15,0,sedentary
2026-01-08,22:30,0,sedentary
2026-01-08,22:45,0,sedentary
2026-01-08,23:00,0,sedentary
2026-01-08,23:15,0,sedentary
2026-01-08,23:30,0,sedentary
2026-01-08,23:45,13,sedentary
2026-01-08,00:00,20,sedentary
2026-01-08,00:15,0,sedentary
2026-01-08,00:30,0,sedentary
2026-01-08,00:45,0,sedentary
2026-01-08,01:00,15,sedentary
2026-01-08,01:15,18,sedentary
